query_id,source_query,draft_steps,full_generation_ms,first_exact6_ms,first_stable_exact6_ms,first_exact6_equals_final,first_stable_exact6_equals_final,final_exact6,first_exact6_subqueries,stable_exact6_subqueries,final_subqueries
q060,formal verification of neural network robustness,9,484.099,290.327,386.754,False,False,True,"[""formal verification of neural network robustness survey definitions"", ""formal verification of deep neural networks and CNNs"", ""robustness training methods formal verification methods"", ""sampling-based and and sampling for neural networks"", ""benchmarks for neural network robustness verification"", ""limitations and scalability challenges of formal verification in AI""]","[""formal verification of neural network robustness survey definitions"", ""formal verification of deep neural networks and CNNs"", ""robustness training methods using formal methods"", ""reach-based and probabilistic sampling for neural networks"", ""benchmarks for neural network robustness verification"", ""limitations and scalability challenges of formal verification in AI""]","[""formal verification of neural network robustness survey definitions"", ""formal verification of deep neural networks and CNNs"", ""robustness training methods using formal verification"", ""sampling-based and probabilistic verification for neural networks"", ""benchmarks for neural network robustness verification"", ""limitations and scalability challenges of formal verification in AI""]"
q061,diffusion models for image editing,9,482.775,241.520,385.774,False,False,True,"[""survey of diffusion models for image editing and manipulation"", ""latent diffusion models for image-to-image translation"", ""control-free guidance and inversion for image image editing"", ""efficient sampling methods for fast diffusionbased image editing"", ""benchmarks and metrics for image image editing quality"", ""limitations and challenges in diffusion-based image editing""]","[""survey of diffusion models for image editing and manipulation"", ""latent diffusion models for image-to-image translation"", ""classifier-free guidance and inversion techniques for diffusion editing"", ""efficient sampling methods for fast diffusion-based editing"", ""benchmarks and metrics for generative image editing quality"", ""limitations and challenges in diffusion-based semantic consistency""]","[""survey of diffusion models for image editing and manipulation"", ""latent diffusion models for image-to-image translation"", ""classifier-free guidance and inversion techniques for diffusion editing"", ""efficient sampling methods for fast diffusion-based editing"", ""benchmarks and metrics for generative image editing quality"", ""limitations and challenges in diffusion-based image consistency""]"
q062,text to video generation evaluation,8,435.259,241.691,434.229,False,True,True,"[""survey of text-to-video generation evaluation metrics"", ""diffusion models and transformer architectures for video synthesis"", ""training functions and loss functions for temporal video synthesis"", ""temporal consistency and sampling methods for video video synthesis"", ""benchmarks for video quality and and and video quality"", ""limitations and challenges in generative video video evaluation""]","[""survey of text-to-video generation evaluation metrics"", ""diffusion models and transformer architectures for video synthesis"", ""training objectives and loss functions for temporal video generation"", ""temporal consistency and sampling methods in generative video models"", ""benchmarks for video quality and semantic alignment FVD"", ""limitations and challenges in automated video quality assessment""]","[""survey of text-to-video generation evaluation metrics"", ""diffusion models and transformer architectures for video synthesis"", ""training objectives and loss functions for temporal video generation"", ""temporal consistency and sampling methods in generative video models"", ""benchmarks for video quality and semantic alignment FVD"", ""limitations and challenges in automated video quality assessment""]"
q063,3D generation with neural radiance fields and diffusion,10,537.857,342.753,537.100,False,True,True,"[""survey of neural radiance fields and diffusion models for 3D generation"", ""score distillation sampling for 3D NeRF reconstruction"", ""latent diffusion models for 3D asset synthesis"", ""efficient training and optimization for for -D Ne radiance fields"", ""benchmarks for generative 3D models quality and diversity"", ""limitations and challenges in diffusion-based 3D scene reconstruction""]","[""survey of neural radiance fields and diffusion models for 3D generation"", ""score distillation sampling for 3D NeRF reconstruction"", ""latent diffusion models for 3D asset synthesis"", ""efficient training and optimization methods for 3D neural radiance fields"", ""benchmarks for generative 3D models quality and diversity"", ""limitations and challenges in diffusion-based 3D scene generation""]","[""survey of neural radiance fields and diffusion models for 3D generation"", ""score distillation sampling for 3D NeRF reconstruction"", ""latent diffusion models for 3D asset synthesis"", ""efficient training and optimization methods for 3D neural radiance fields"", ""benchmarks for generative 3D models quality and diversity"", ""limitations and challenges in diffusion-based 3D scene generation""]"
q064,controllable music generation with transformers,7,388.656,243.033,387.937,False,True,True,"[""survey of controllable music generation generation using transformer models"", ""transformer architectures for symbolic and audio music synthesis"", ""conditional music generation transformers conditioning and and mechanisms"", ""inference techniques and sampling methods for music music transformers"", ""bench and and metrics for controllable music generation models"", ""limitations and challenges in transformer-based music synthesis""]","[""survey of controllable music generation models using transformer architectures"", ""transformer architectures for symbolic and audio music generation"", ""conditional music generation transformers training objectives and objectives"", ""inference techniques and sampling methods for music transformers"", ""benchmarks and evaluation metrics for controllable music generation models"", ""limitations and challenges in transformer-based music synthesis""]","[""survey of controllable music generation models using transformer architectures"", ""transformer architectures for symbolic and audio music generation"", ""conditional music generation transformers training objectives and objectives"", ""inference techniques and sampling methods for music transformers"", ""benchmarks and evaluation metrics for controllable music generation models"", ""limitations and challenges in transformer-based music synthesis""]"
q065,speech synthesis with discrete audio tokens,10,533.672,338.028,532.942,False,True,True,"[""neural speech synthesis using discrete audio tokens survey"", ""neural codebook-based text-to-speech models"", ""language modeling for discrete audio representations in-"", ""sampling methods for discrete audio token speech generation"", ""benchmarks and metrics for token-based neural TTS"", ""limitations and artifacts of discrete audio representation in synthesis""]","[""neural speech synthesis using discrete audio tokens survey"", ""neural codebook-based text-to-speech models"", ""language modeling for discrete audio representations VQVAE"", ""sampling methods for discrete audio token speech generation"", ""benchmarks and metrics for token-based neural TTS"", ""limitations and artifacts of discrete audio representation in speech""]","[""neural speech synthesis using discrete audio tokens survey"", ""neural codebook-based text-to-speech models"", ""language modeling for discrete audio representations VQVAE"", ""sampling methods for discrete audio token speech generation"", ""benchmarks and metrics for token-based neural TTS"", ""limitations and artifacts of discrete audio representation in speech""]"
q066,multimodal chain of thought reasoning,9,492.165,245.410,346.933,False,False,True,"[""multimodal chain of thought reasoning survey and definitions"", ""vision-modal large language models with chain of thought architectures"", ""training methods for multimodal chain-of-thought"", ""inference strategies and sampling for multimodal CoT"", ""benchmarks for evaluating multimodal chain of thought performance"", ""limitations and challenges in multimodal chain of thought reasoning""]","[""multimodal chain of thought reasoning survey and definitions"", ""vision-language large language models with chain of thought architectures"", ""training methods for multimodal reasoning and de- thought"", ""inference strategies and sampling for multimodal CoT"", ""benchmarks for evaluating multimodal chain of thought performance"", ""limitations and challenges in multimodal chain of thought reasoning""]","[""multimodal chain of thought reasoning survey and definitions"", ""vision-language large language models with chain of thought architectures"", ""training methods for multimodal reasoning and de novo prompting"", ""inference strategies and sampling for multimodal CoT"", ""benchmarks for evaluating multimodal chain of thought performance"", ""limitations and challenges in multimodal chain of thought reasoning""]"
q067,visual question answering with large multimodal models,7,390.619,244.646,389.889,False,True,True,"[""survey of large multimodal models for visual question answering"", ""architectures of vision language models for VQA"", ""training strategies and fine-tuning for multimodal multimodal VQA"", ""inference optimization and decoding methods for multimodal LLMs"", ""benchmarks and evaluation metrics for large multimodal VQA"", ""limitations and hallucinations in in large multimodal question answering""]","[""survey of large multimodal models for visual question answering"", ""architectures of vision language models for VQA"", ""training strategies and fine-tuning for multimodal VQA models"", ""inference optimization and decoding methods for multimodal LLMs"", ""benchmarks and evaluation metrics for large scale VQA"", ""limitations and hallucinations in large multimodal visual question answering""]","[""survey of large multimodal models for visual question answering"", ""architectures of vision language models for VQA"", ""training strategies and fine-tuning for multimodal VQA models"", ""inference optimization and decoding methods for multimodal LLMs"", ""benchmarks and evaluation metrics for large scale VQA"", ""limitations and hallucinations in large multimodal visual question answering""]"
q068,document understanding with layout aware transformers,7,395.339,297.936,394.635,False,True,True,"[""survey of document understanding with layout-aware transformers"", ""layout-aware transformer architectures for document image analysis"", ""pre-training strategies for multimodal document-layout models"", ""efficient inference and sampling for layout-aware models"", ""benchmarks for document layout and information extraction"", ""limitations and challenges in layout-aware document understanding""]","[""survey of document understanding with layout-aware transformers"", ""layout-aware transformer architectures for visual document analysis"", ""pre-training strategies for multimodal document-layout models"", ""efficient inference and sampling for layout-aware transformers"", ""benchmarks for document structure and information extraction"", ""limitations and challenges in layout-aware document understanding""]","[""survey of document understanding with layout-aware transformers"", ""layout-aware transformer architectures for visual document analysis"", ""pre-training strategies for multimodal document-layout models"", ""efficient inference and sampling for layout-aware transformers"", ""benchmarks for document structure and information extraction"", ""limitations and challenges in layout-aware document understanding""]"
q069,OCR free visual document models,11,581.667,290.297,484.389,False,False,True,"[""end-to-end visual document understanding without OCR survey"", ""multimodal large models for document document analysis and- analysis"", ""pre-training strategies for visual-free document models"", ""inference optimization for document-free visual document models"", ""benchmarks for OCR-free document document information extraction"", ""limitations and challenges of direct- document document models""]","[""end-to-end visual document understanding without OCR survey"", ""multimodal LLMs for document image analysis and text extraction"", ""pre-training strategies for vision-language document transformers"", ""inference optimization for real-time visual document models"", ""benchmarks for OCR-free visual document information extraction"", ""limitations and challenges of direct visual text processing models""]","[""end-to-end visual document understanding without OCR survey"", ""multimodal LLMs for document image analysis and text extraction"", ""pre-training strategies for vision-language document models"", ""inference optimization for real-time visual document models"", ""benchmarks for OCR-free visual document information extraction"", ""limitations and challenges of direct visual text processing models""]"
q070,evaluation of image captioning factuality,8,435.734,242.059,386.847,False,True,True,"[""definitions and metrics for factuality and hallucinations in image captioning"", ""large vision-language models for factual image captioning"", ""training methods for reducing hallucinations in image captioning"", ""inference strategies and sampling techniques for factual image captioning"", ""benchmarks and datasets for evaluating image captioning factuality"", ""limitations and error in in automated caption caption evaluation""]","[""definitions and metrics for factuality and hallucinations in image captioning"", ""large vision-language models for factual image captioning"", ""training methods for reducing hallucinations in image captioning"", ""inference strategies and sampling techniques for factual image captioning"", ""benchmarks and datasets for evaluating image captioning factuality"", ""limitations and error analysis of automated image caption evaluation""]","[""definitions and metrics for factuality and hallucinations in image captioning"", ""large vision-language models for factual image captioning"", ""training methods for reducing hallucinations in image captioning"", ""inference strategies and sampling techniques for factual image captioning"", ""benchmarks and datasets for evaluating image captioning factuality"", ""limitations and error analysis of automated image caption evaluation""]"
q071,time series forecasting with foundation models,9,493.473,290.033,492.703,False,True,True,"[""survey of foundation models for time series forecasting"", ""transformer-based and foundation models for multivariate time series analysis"", ""self-supervised pre- strategies strategies for time series models"", ""zero-shot and few-shot forecasting capabilities of time foundation models"", ""benchmarks and evaluation metrics for time foundation models"", ""limitations and challenges of scaling models in temporal data forecasting""]","[""survey of foundation models for time series forecasting"", ""transformer-based large language models for multivariate time series"", ""self-supervised pre-training strategies for time series foundation models"", ""zero-shot and few-shot forecasting capabilities of time series models"", ""benchmarks and evaluation metrics for temporal foundation models"", ""limitations and challenges of scaling models in temporal data forecasting""]","[""survey of foundation models for time series forecasting"", ""transformer-based large language models for multivariate time series"", ""self-supervised pre-training strategies for time series foundation models"", ""zero-shot and few-shot forecasting capabilities of time series models"", ""benchmarks and evaluation metrics for temporal foundation models"", ""limitations and challenges of scaling models in temporal data forecasting""]"
q072,anomaly detection in industrial sensor data,9,488.739,193.444,488.023,False,True,True,"[""survey of anomaly detection methods in industrial sensor data"", ""deep learning architectures for industrial time-series anomaly anomaly detection"", ""unsupervised anomaly detection methods for industrial industrial data data"", ""real-time anomaly detection algorithms for industrial IoT computing"", ""bench datasets and datasets for industrial anomaly anomaly detection"", ""challenges limitations limitations of industrial detection in anomaly detection""]","[""survey of anomaly detection methods in industrial sensor data"", ""deep learning architectures for industrial time-series anomaly detection"", ""unsupervised and semi-supervised learning for industrial sensor streams"", ""real-time anomaly detection algorithms for industrial IoT devices"", ""benchmark datasets and metrics for industrial equipment fault detection"", ""challenges and limitations of anomaly detection in manufacturing environments""]","[""survey of anomaly detection methods in industrial sensor data"", ""deep learning architectures for industrial time-series anomaly detection"", ""unsupervised and semi-supervised learning for industrial sensor streams"", ""real-time anomaly detection algorithms for industrial IoT devices"", ""benchmark datasets and metrics for industrial equipment fault detection"", ""challenges and limitations of anomaly detection in manufacturing environments""]"
q073,graph transformers for traffic forecasting,8,443.189,393.829,442.481,True,True,True,"[""survey of graph transformers for spatial temporal traffic forecasting"", ""spatial-temporal graph transformer architectures for traffic prediction"", ""unsupervised and self-supervised learning for graph transformers traffic"", ""efficient sampling and inference methods for large scale graph transformers"", ""benchmarks and datasets for graph transformer traffic forecasting"", ""limitations and complexity analysis of graph transformers in urban networks""]","[""survey of graph transformers for spatial temporal traffic forecasting"", ""spatial-temporal graph transformer architectures for traffic prediction"", ""unsupervised and self-supervised learning for graph transformers traffic"", ""efficient sampling and inference methods for large scale graph transformers"", ""benchmarks and datasets for graph transformer traffic forecasting"", ""limitations and complexity analysis of graph transformers in urban networks""]","[""survey of graph transformers for spatial temporal traffic forecasting"", ""spatial-temporal graph transformer architectures for traffic prediction"", ""unsupervised and self-supervised learning for graph transformers traffic"", ""efficient sampling and inference methods for large scale graph transformers"", ""benchmarks and datasets for graph transformer traffic forecasting"", ""limitations and complexity analysis of graph transformers in urban networks""]"
q074,neural operators for partial differential equations,9,486.041,243.265,485.326,False,True,True,"[""introduction and foundations of neural operators for partial differential equations"", ""Fourier Neural Operator FONet DeepON Operator comparison"", ""training strategies and loss functions for for neural PDE solvers"", ""inference-shot and andshot in neural operators operators"", ""bench and and datasets for neural operator PDE solvers"", ""limitations and generalization challenges of neural operators for PDEs""]","[""introduction and foundations of neural operators for partial differential equations"", ""Fourier Neural Operator FNO and DeepONet comparison"", ""training strategies and loss functions for neural operator PDE solvers"", ""inference speed and zero-shot sampling in neural operators"", ""benchmarks and datasets for neural operator scientific modeling"", ""limitations and generalization challenges of neural operators in PDEs""]","[""introduction and foundations of neural operators for partial differential equations"", ""Fourier Neural Operator FNO and DeepONet comparison"", ""training strategies and loss functions for neural operator PDE solvers"", ""inference speed and zero-shot sampling in neural operators"", ""benchmarks and datasets for neural operator scientific modeling"", ""limitations and generalization challenges of neural operators in PDEs""]"
q075,physics informed neural networks limitations,9,486.012,243.497,485.287,False,True,True,"[""fundamentals to physics informed neural networks definitions and theoretical foundations"", ""architectures of physics informed neural networks partial differential equations"", ""optimization challenges and loss function weighting in PINNs"", ""inference speed and sampling methods in physics informed machine learning"", ""bench and performance performance metrics for informed machine learning"", ""computational and generalization issues of physics informed neural networks""]","[""introduction to physics informed neural networks definitions and theoretical foundations"", ""architectures and model families for solving partial differential equations"", ""optimization challenges and loss function weighting in PINNs"", ""inference speed and sampling methods in physics informed machine learning"", ""benchmarks and performance metrics for scientific machine learning"", ""computational limitations and generalization of physics informed neural networks""]","[""introduction to physics informed neural networks definitions and theoretical foundations"", ""architectures and model families for solving partial differential equations"", ""optimization challenges and loss function weighting in PINNs"", ""inference speed and sampling methods in physics informed machine learning"", ""benchmarks and performance metrics for scientific machine learning"", ""computational limitations and generalization of physics informed neural networks""]"
q076,surrogate modeling for computational fluid dynamics,7,392.051,245.004,391.330,False,True,True,"[""survey of surrogate modeling techniques in computational fluid dynamics"", ""machine learning surrogate models for fluid flow flow prediction"", ""physics-informed neural networks and Gaussian-based surrogate models for CFD"", ""active learning and experimental design for CFD surrogate training"", ""benchmarking and performance analysis of CFD surrogate models"", ""limitations and challenges of surrogate modeling in complex fluid flows""]","[""survey of surrogate modeling techniques in computational fluid dynamics"", ""machine learning surrogate models for fluid flow prediction"", ""physics-informed neural networks vs Gaussian process-based surrogates in CFD"", ""active learning and experimental design for CFD surrogate training"", ""benchmarking and performance analysis of CFD surrogate models"", ""limitations and challenges of surrogate modeling in complex fluid flows""]","[""survey of surrogate modeling techniques in computational fluid dynamics"", ""machine learning surrogate models for fluid flow prediction"", ""physics-informed neural networks vs Gaussian process-based surrogates in CFD"", ""active learning and experimental design for CFD surrogate training"", ""benchmarking and performance analysis of CFD surrogate models"", ""limitations and challenges of surrogate modeling in complex fluid flows""]"
q077,Bayesian optimization for materials discovery,8,455.011,243.362,454.283,False,True,True,"[""survey of Bayesian optimization for materials science and engineering"", ""Gaussian process vs deep deep neural models for materials discovery"", ""multi-fidelity Bayesian optimization for high-throughput materials screening"", ""acquisition functions for batch- in in materials design"", ""benchmarks and datasets for Bayesian optimization in informatics"", ""challenges and limitations of Bayesian optimization in experimental materials design""]","[""survey of Bayesian optimization for materials science and engineering"", ""Gaussian process vs deep neural network models for materials discovery"", ""multi-fidelity Bayesian optimization for high-throughput materials screening"", ""acquisition functions for batch Bayesian optimization in materials design"", ""benchmarks and datasets for Bayesian optimization in informatics"", ""challenges and limitations of Bayesian optimization in experimental materials science""]","[""survey of Bayesian optimization for materials science and engineering"", ""Gaussian process vs deep neural network models for materials discovery"", ""multi-fidelity Bayesian optimization for high-throughput materials screening"", ""acquisition functions for batch Bayesian optimization in materials design"", ""benchmarks and datasets for Bayesian optimization in informatics"", ""challenges and limitations of Bayesian optimization in experimental materials science""]"
q078,active learning for expensive simulations,9,487.555,195.893,486.838,False,True,True,"[""active learning for high-fidelity-fidelity simulations survey"", ""surrogate modeling and Gaussian learning for expensive simulations"", ""query strategies for expensive-- physics simulations"", ""Gaussian process and learning learning for expensive"", ""bench and datasets for learning in expensive simulations"", ""challenges and limitations of active learning in high- simulations""]","[""active learning for high-fidelity expensive computer simulations survey"", ""surrogate modeling and active learning for expensive evaluations"", ""query strategies for active learning in physics simulations"", ""Gaussian process active learning for expensive functions"", ""benchmarks and datasets for active learning in engineering"", ""challenges and limitations of active learning in high-dimensional simulations""]","[""active learning for high-fidelity expensive computer simulations survey"", ""surrogate modeling and active learning for expensive evaluations"", ""query strategies for active learning in physics simulations"", ""Gaussian process active learning for expensive functions"", ""benchmarks and datasets for active learning in engineering"", ""challenges and limitations of active learning in high-dimensional simulations""]"
q079,probabilistic forecasting for supply chains,8,438.040,243.965,437.320,False,True,True,"[""survey of probabilistic forecasting in supply chain management management management"", ""deep learning architectures for probabilistic time forecasting supply chains"", ""Bayesian neural networks for uncertainty supply chain uncertainty"", ""quantile regression and generative methods methods for supply chain forecasting"", ""bench and and evaluation metrics for supply chain forecasting"", ""challenges and limitations of probabilistic models in supply chain""]","[""survey of probabilistic forecasting methods in supply chain demand management"", ""deep learning architectures for probabilistic time series forecasting logistics"", ""Bayesian neural networks for supply chain uncertainty quantification"", ""quantile regression and generative models for supply chain demand prediction"", ""benchmarks and evaluation metrics for probabilistic inventory forecasting"", ""challenges and limitations of probabilistic modeling in global supply chains""]","[""survey of probabilistic forecasting methods in supply chain demand management"", ""deep learning architectures for probabilistic time series forecasting logistics"", ""Bayesian neural networks for supply chain uncertainty quantification"", ""quantile regression and generative models for supply chain demand prediction"", ""benchmarks and evaluation metrics for probabilistic inventory forecasting"", ""challenges and limitations of probabilistic modeling in global supply chains""]"
q080,foundation models for tabular data,8,440.122,245.983,439.419,False,True,True,"[""survey of foundation models for tabular data machine learning"", ""transformer-based architectures for heterogeneous tabular data"", ""self-supervised pre-training methods for for foundation datasets"", ""generative models and synthetic data data data"", ""benchmarks and evaluation metrics for tabular foundation models"", ""limitations and challenges of scaling models in structured data""]","[""survey of foundation models for tabular data machine learning"", ""transformer-based architectures for heterogeneous tabular data"", ""self-supervised pre-training objectives for large tabular datasets"", ""generative models and synthetic tabular data generation"", ""benchmarks and evaluation metrics for tabular foundation models"", ""limitations and challenges of scaling models to structured data""]","[""survey of foundation models for tabular data machine learning"", ""transformer-based architectures for heterogeneous tabular data"", ""self-supervised pre-training objectives for large tabular datasets"", ""generative models and synthetic tabular data generation"", ""benchmarks and evaluation metrics for tabular foundation models"", ""limitations and challenges of scaling models to structured data""]"
q081,AI assisted theorem proving,9,494.428,247.592,493.638,False,True,True,"[""survey of AI- theorem theorem and and verification verification"", ""large language models for formal theorem proving Lean IsabelleqHOL"", ""reinforcement learning from feedback for automated theorem proving"", ""search strategies and sampling methods for neural theorem proving"", ""benchmarks and datasets for evaluating mathematical theorem proving"", ""limitations and challenges of neural methods in formal reasoning""]","[""survey of AI-assisted theorem proving and formal verification"", ""large language models for formal theorem proving Lean Isabelle Coq"", ""reinforcement learning from feedback for automated theorem proving"", ""search strategies and sampling methods for neural theorem proving"", ""benchmarks and datasets for evaluating automated theorem proving"", ""limitations and challenges of neural symbolic in mathematical reasoning""]","[""survey of AI-assisted theorem proving and formal verification"", ""large language models for formal theorem proving Lean Isabelle Coq"", ""reinforcement learning from feedback for automated theorem proving"", ""search strategies and sampling methods for neural theorem proving"", ""benchmarks and datasets for evaluating automated theorem proving"", ""limitations and challenges of neural symbolic in mathematical reasoning""]"
q082,program synthesis with large language models,8,437.160,242.178,436.447,False,True,True,"[""survey of program synthesis using large language models"", ""large language model architectures for automated code generation and synthesis"", ""fine-tuning strategies for LLMs in code programming tasks"", ""inference-- and- and and for LL for program synthesis"", ""benchmarks for evaluating large language based code synthesis"", ""limitations and safety challenges in LLMbased program synthesis""]","[""survey of program synthesis using large language models"", ""large language model architectures for automated code generation and synthesis"", ""fine-tuning strategies for LLMs in competitive programming tasks"", ""inference-time search and sampling-based methods for program synthesis"", ""benchmarks for evaluating large language model code generation"", ""limitations and safety challenges in LLM based program synthesis""]","[""survey of program synthesis using large language models"", ""large language model architectures for automated code generation and synthesis"", ""fine-tuning strategies for LLMs in competitive programming tasks"", ""inference-time search and sampling-based methods for program synthesis"", ""benchmarks for evaluating large language model code generation"", ""limitations and safety challenges in LLM based program synthesis""]"
q083,automated code repair with neural models,8,437.362,195.003,436.635,False,True,True,"[""survey of automated program repair using neural networks"", ""transformer-based and large language models for bug fixing"", ""fine-tuning techniques for neural neural code repair"", ""decoder strategies and sampling strategies for neural code repair"", ""bench and and metrics for automated automated code repair"", ""limitations and challenges of of neural neural code repair""]","[""survey of automated program repair using deep learning"", ""transformer-based and large language models for bug fixing"", ""fine-tuning techniques for neural code-repair models"", ""decoder strategies and sampling methods for neural code generation"", ""benchmarks and datasets for evaluating automated code repair"", ""limitations and challenges in neural-based software engineering""]","[""survey of automated program repair using deep learning"", ""transformer-based and large language models for bug fixing"", ""fine-tuning techniques for neural code-repair models"", ""decoder strategies and sampling methods for neural code generation"", ""benchmarks and datasets for evaluating automated code repair"", ""limitations and challenges in neural-based software engineering""]"
q084,software engineering agents for bug fixing,10,532.556,241.972,531.843,False,True,True,"[""survey of automated software engineering agents for software bug fixing"", ""large language model architectures for automated code repair and debugging"", ""fine-tuning techniques for LLMs in software engineering fixing tasks"", ""agentic workflows and iterative inference strategies for automated bug fixing"", ""benchmarks and evaluating and of automated bug fixing agents"", ""limitations and challenges of AI-driven automated repair engineering""]","[""survey of automated software engineering agents for autonomous bug fixing"", ""large language model architectures for automated code repair and debugging"", ""fine-tuning techniques for LLMs in software vulnerability repair tasks"", ""agentic workflows and iterative reasoning strategies for software bug fixing"", ""benchmarks and datasets for evaluating automated bug fixing agents"", ""limitations and challenges of AI-driven automated software repair""]","[""survey of automated software engineering agents for autonomous bug fixing"", ""large language model architectures for automated code repair and debugging"", ""fine-tuning techniques for LLMs in software vulnerability repair tasks"", ""agentic workflows and iterative reasoning strategies for software bug fixing"", ""benchmarks and datasets for evaluating automated bug fixing agents"", ""limitations and challenges of AI-driven automated software repair""]"
q085,unit test generation using language models,10,532.262,193.262,531.532,False,True,True,"[""survey of large language models for automated unit test generation"", ""large language model architectures for code generation and unit test generation"", ""fine-tuning techniques for LLMs in in unit test generation"", ""prompt engineering and few-shot learning for automated code testing"", ""benchmarks and metrics metrics for LL unit test quality"", ""limitations and security challenges of LL--generated unit testing""]","[""survey of large language models for automated unit test generation"", ""transformer-based architectures for code generation and test case synthesis"", ""fine-tuning strategies for LLMs in software testing task performance"", ""prompt engineering and few-shot learning for automated code testing"", ""benchmarks and evaluation metrics for generated unit test quality"", ""limitations and security vulnerabilities in LLM-generated unit tests""]","[""survey of large language models for automated unit test generation"", ""transformer-based architectures for code generation and test case synthesis"", ""fine-tuning strategies for LLMs in software testing task performance"", ""prompt engineering and few-shot learning for automated code testing"", ""benchmarks and evaluation metrics for generated unit test quality"", ""limitations and security vulnerabilities in LLM-generated unit tests""]"
q086,code retrieval augmented generation,7,387.305,242.111,386.612,False,True,True,"[""survey of retrieval augmented generation for source code generation"", ""large language models for RAG code generation architectures"", ""fine-tuning strategies for code-based retrieval code models"", ""inference strategies and sampling methods for code R R generation"", ""benchmarks for evaluating retrieval augmented generation code performance"", ""limitations and challenges of retrieval- generation in software engineering""]","[""survey of retrieval augmented generation for source code generation"", ""large language models for RAG code generation architectures"", ""fine-tuning techniques for code-specific retrieval augmented generation"", ""inference strategies and sampling methods for code RAG systems"", ""benchmarks for evaluating retrieval augmented code generation performance"", ""limitations and challenges of retrieval augmented generation in software engineering""]","[""survey of retrieval augmented generation for source code generation"", ""large language models for RAG code generation architectures"", ""fine-tuning techniques for code-specific retrieval augmented generation"", ""inference strategies and sampling methods for code RAG systems"", ""benchmarks for evaluating retrieval augmented code generation performance"", ""limitations and challenges of retrieval augmented generation in software engineering""]"
q087,benchmarking coding assistants on real repositories,10,533.147,242.600,387.607,False,False,True,"[""survey of large language models for software engineering tasks"", ""benchmarking LLMs assistants on code- on code repositories"", ""fine-tuning techniques for coding assistants on large scale codebases"", ""inference strategies and sampling methods for code generation models"", ""evaluation metrics of coding assistants on real-world software repositories"", ""limitations and security concerns of AI coding assistants in production environments""]","[""survey of large language models for software engineering tasks"", ""benchmarking LLMs on code generation and GitHub repository repositories"", ""fine-tuning techniques for coding assistants on large scale codebases"", ""inference strategies and sampling methods for code generation models"", ""evaluation metrics for code assistants in real-world software development"", ""limitations and security vulnerabilities of AI coding assistants in production""]","[""survey of large language models for software engineering tasks"", ""benchmarking LLMs on code generation and GitHub repository data"", ""fine-tuning techniques for coding assistants on large scale codebases"", ""inference strategies and sampling methods for code generation models"", ""evaluation metrics for code assistants in real-world software development"", ""limitations and security vulnerabilities of AI coding assistants in production""]"
q088,static analysis enhanced neural code models,10,539.308,339.493,538.599,False,True,True,"[""survey of neural code models integrated with static analysis techniques"", ""large language models for automated static analysis and vulnerability detection"", ""training neural code models with static analysis feedback loops"", ""constrained decoding and sampling for neural code generation"", ""benchmarks for neural neural static analysis tools code performance"", ""limitations of neural models in formal software program verification""]","[""survey of neural code models integrated with static analysis techniques"", ""large language models for automated static analysis and vulnerability detection"", ""training neural code models with static analysis feedback loops"", ""constrained decoding and sampling for neural code generation"", ""benchmarks for neural static analysis tools and code repair"", ""limitations of neural models in formal software program analysis""]","[""survey of neural code models integrated with static analysis techniques"", ""large language models for automated static analysis and vulnerability detection"", ""training neural code models with static analysis feedback loops"", ""constrained decoding and sampling for neural code generation"", ""benchmarks for neural static analysis tools and code repair"", ""limitations of neural models in formal software program analysis""]"
q089,security vulnerability detection in source code,9,483.230,241.567,482.528,False,True,True,"[""survey of automated security vulnerability detection in source code"", ""deep learning architectures for source software vulnerability discovery"", ""self-supervised and self- learning for for vulnerability detection"", ""large language models for code for security vulnerability analysis"", ""benchmarks and datasets for software vulnerability detection evaluation"", ""challenges and false positive limitations in AI-based vulnerability detection""]","[""survey of automated security vulnerability detection in source code"", ""deep learning architectures for software security vulnerability discovery"", ""self-supervised learning and transfer learning for code flaw detection"", ""large language models for static analysis and vulnerability identification"", ""benchmarks and datasets for software security vulnerability evaluation"", ""challenges and false positive limitations in AI-based vulnerability detection""]","[""survey of automated security vulnerability detection in source code"", ""deep learning architectures for software security vulnerability discovery"", ""self-supervised learning and transfer learning for code flaw detection"", ""large language models for static analysis and vulnerability identification"", ""benchmarks and datasets for software security vulnerability evaluation"", ""challenges and false positive limitations in AI-based vulnerability detection""]"
